date,day_ret,orb_high,orb_low
2025-10-22,0.006639055613167631,262.85,260.03
2025-10-23,-0.006113248714608315,260.1799,258.12
2025-10-24,-0.003820084622988203,261.68,259.395
2025-10-27,0.0028876233373912284,266.66,264.6501
