tp_pct,trail_k,n_trades,mean_pnl,median_pnl,winrate_%,exit_mix
0.0,0.0,325,-0.04164246065090171,-0.0999999999999999,7.6923076923076925,"{""stop_intraday"": 249, ""stop_gap_open"": 46, ""data_end"": 30}"
0.0,3.0,325,-0.03945666650324891,-0.0999999999999999,7.6923076923076925,"{""stop_intraday"": 248, ""stop_gap_open"": 47, ""data_end"": 30}"
0.05,0.0,325,-0.028081740328894506,-0.0999999999999998,42.769230769230774,"{""stop_intraday"": 153, ""tp_intraday"": 101, ""tp_gap_open"": 35, ""stop_gap_open"": 29, ""data_end"": 7}"
0.05,3.0,325,-0.02799873557484564,-0.0999999999999998,42.769230769230774,"{""stop_intraday"": 153, ""tp_intraday"": 101, ""tp_gap_open"": 35, ""stop_gap_open"": 29, ""data_end"": 7}"
0.1,0.0,325,-0.027858244096997938,-0.0999999999999999,32.30769230769231,"{""stop_intraday"": 182, ""tp_intraday"": 74, ""stop_gap_open"": 34, ""tp_gap_open"": 25, ""data_end"": 10}"
0.1,3.0,325,-0.02829760086370049,-0.0999999999999999,32.0,"{""stop_intraday"": 182, ""tp_intraday"": 73, ""stop_gap_open"": 35, ""tp_gap_open"": 25, ""data_end"": 10}"
0.15,0.0,325,-0.0334765942057978,-0.0999999999999999,24.923076923076923,"{""stop_intraday"": 205, ""tp_intraday"": 56, ""stop_gap_open"": 35, ""tp_gap_open"": 18, ""data_end"": 11}"
0.15,3.0,325,-0.033274868274637714,-0.0999999999999999,24.923076923076923,"{""stop_intraday"": 204, ""tp_intraday"": 56, ""stop_gap_open"": 36, ""tp_gap_open"": 18, ""data_end"": 11}"
